index,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,currency_map,Revenue,Transaction_Type
201,536389,35004G,"SET OF 3 GOLD FLYING DUCKS",4,"12/1/2010 10:03",6.35,12431,Australia,$,25.4,Sales
202,536389,85014B,"RED RETROSPOT UMBRELLA",6,"12/1/2010 10:03",5.95,12431,Australia,$,35.7,Sales
203,536389,85014A,"BLACK/BLUE POLKADOT UMBRELLA",3,"12/1/2010 10:03",5.95,12431,Australia,$,17.85,Sales
204,536389,22193,"RED DINER WALL CLOCK",2,"12/1/2010 10:03",8.5,12431,Australia,$,17,Sales
205,536389,22726,"ALARM CLOCK BAKELIKE GREEN",4,"12/1/2010 10:03",3.75,12431,Australia,$,15,Sales
206,536389,22727,"ALARM CLOCK BAKELIKE RED ",4,"12/1/2010 10:03",3.75,12431,Australia,$,15,Sales
207,536389,22192,"BLUE DINER WALL CLOCK",2,"12/1/2010 10:03",8.5,12431,Australia,$,17,Sales
208,536389,22191,"IVORY DINER WALL CLOCK",2,"12/1/2010 10:03",8.5,12431,Australia,$,17,Sales
209,536389,22195,"LARGE HEART MEASURING SPOONS",24,"12/1/2010 10:03",1.65,12431,Australia,$,39.599999999999994,Sales
210,536389,22196,"SMALL HEART MEASURING SPOONS",24,"12/1/2010 10:03",0.85,12431,Australia,$,20.4,Sales
211,536390,22941,"CHRISTMAS LIGHTS 10 REINDEER",2,"12/1/2010 10:19",8.5,17511,"United Kingdom",£,17,Sales
212,536390,22960,"JAM MAKING SET WITH JARS",12,"12/1/2010 10:19",3.75,17511,"United Kingdom",£,45,Sales
213,536390,22961,"JAM MAKING SET PRINTED",12,"12/1/2010 10:19",1.45,17511,"United Kingdom",£,17.4,Sales
214,536390,22962,"JAM JAR WITH PINK LID",48,"12/1/2010 10:19",0.72,17511,"United Kingdom",£,34.56,Sales
215,536390,22963,"JAM JAR WITH GREEN LID",48,"12/1/2010 10:19",0.72,17511,"United Kingdom",£,34.56,Sales
216,536390,22968,"ROSE COTTAGE KEEPSAKE BOX ",8,"12/1/2010 10:19",8.5,17511,"United Kingdom",£,68,Sales
217,536390,84970S,"HANGING HEART ZINC T-LIGHT HOLDER",144,"12/1/2010 10:19",0.64,17511,"United Kingdom",£,92.16,Sales
218,536390,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",40,"12/1/2010 10:19",2.55,17511,"United Kingdom",£,102,Sales
219,536390,20668,"DISCO BALL CHRISTMAS DECORATION",288,"12/1/2010 10:19",0.1,17511,"United Kingdom",£,28.8,Sales
220,536390,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",64,"12/1/2010 10:19",2.55,17511,"United Kingdom",£,163.2,Sales
221,536390,22197,"SMALL POPCORN HOLDER",100,"12/1/2010 10:19",0.72,17511,"United Kingdom",£,72,Sales
222,536390,22198,"LARGE POPCORN HOLDER ",50,"12/1/2010 10:19",1.45,17511,"United Kingdom",£,72.5,Sales
223,536390,21533,"RETROSPOT LARGE MILK JUG",12,"12/1/2010 10:19",4.25,17511,"United Kingdom",£,51,Sales
224,536390,21080,"SET/20 RED RETROSPOT PAPER NAPKINS ",96,"12/1/2010 10:19",0.64,17511,"United Kingdom",£,61.44,Sales
225,536390,21094,"SET/6 RED SPOTTY PAPER PLATES",96,"12/1/2010 10:19",0.64,17511,"United Kingdom",£,61.44,Sales
226,536390,21086,"SET/6 RED SPOTTY PAPER CUPS",48,"12/1/2010 10:19",0.65,17511,"United Kingdom",£,31.200000000000003,Sales
227,536390,21786,"POLKADOT RAIN HAT ",144,"12/1/2010 10:19",0.32,17511,"United Kingdom",£,46.08,Sales
228,536390,22654,"DELUXE SEWING KIT ",40,"12/1/2010 10:19",4.95,17511,"United Kingdom",£,198,Sales
229,536390,21485,"RETROSPOT HEART HOT WATER BOTTLE",24,"12/1/2010 10:19",4.25,17511,"United Kingdom",£,102,Sales
230,536390,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",24,"12/1/2010 10:19",3.39,17511,"United Kingdom",£,81.36,Sales
231,536390,84030E,"ENGLISH ROSE HOT WATER BOTTLE",24,"12/1/2010 10:19",3.75,17511,"United Kingdom",£,90,Sales
232,536390,22174,"PHOTO CUBE",48,"12/1/2010 10:19",1.48,17511,"United Kingdom",£,71.03999999999999,Sales
233,536390,22969,"HOMEMADE JAM SCENTED CANDLES",96,"12/1/2010 10:19",1.25,17511,"United Kingdom",£,120,Sales
234,536390,85099B,"JUMBO BAG RED RETROSPOT",100,"12/1/2010 10:19",1.65,17511,"United Kingdom",£,165,Sales
235,C536391,22556,"PLASTERS IN TIN CIRCUS PARADE ",-12,"12/1/2010 10:24",1.65,17548,"United Kingdom",£,-19.799999999999997,Returns
236,C536391,21984,"PACK OF 12 PINK PAISLEY TISSUES ",-24,"12/1/2010 10:24",0.29,17548,"United Kingdom",£,-6.959999999999999,Returns
237,C536391,21983,"PACK OF 12 BLUE PAISLEY TISSUES ",-24,"12/1/2010 10:24",0.29,17548,"United Kingdom",£,-6.959999999999999,Returns
238,C536391,21980,"PACK OF 12 RED RETROSPOT TISSUES ",-24,"12/1/2010 10:24",0.29,17548,"United Kingdom",£,-6.959999999999999,Returns
239,C536391,21484,"CHICK GREY HOT WATER BOTTLE",-12,"12/1/2010 10:24",3.45,17548,"United Kingdom",£,-41.400000000000006,Returns
240,C536391,22557,"PLASTERS IN TIN VINTAGE PAISLEY ",-12,"12/1/2010 10:24",1.65,17548,"United Kingdom",£,-19.799999999999997,Returns
241,C536391,22553,"PLASTERS IN TIN SKULLS",-24,"12/1/2010 10:24",1.65,17548,"United Kingdom",£,-39.599999999999994,Returns
242,536392,22150,"3 STRIPEY MICE FELTCRAFT",6,"12/1/2010 10:29",1.95,13705,"United Kingdom",£,11.7,Sales
243,536392,22619,"SET OF 6 SOLDIER SKITTLES",4,"12/1/2010 10:29",3.75,13705,"United Kingdom",£,15,Sales
244,536392,21891,"TRADITIONAL WOODEN SKIPPING ROPE",12,"12/1/2010 10:29",1.25,13705,"United Kingdom",£,15,Sales
245,536392,21889,"WOODEN BOX OF DOMINOES",12,"12/1/2010 10:29",1.25,13705,"United Kingdom",£,15,Sales
246,536392,22827,"RUSTIC  SEVENTEEN DRAWER SIDEBOARD",1,"12/1/2010 10:29",165,13705,"United Kingdom",£,165,Sales
247,536392,22127,"PARTY CONES CARNIVAL ASSORTED",12,"12/1/2010 10:29",1.25,13705,"United Kingdom",£,15,Sales
248,536392,22128,"PARTY CONES CANDY ASSORTED",12,"12/1/2010 10:29",1.25,13705,"United Kingdom",£,15,Sales
249,536392,22502,"PICNIC BASKET WICKER SMALL",4,"12/1/2010 10:29",5.95,13705,"United Kingdom",£,23.8,Sales
250,536392,84879,"ASSORTED COLOUR BIRD ORNAMENT",16,"12/1/2010 10:29",1.69,13705,"United Kingdom",£,27.04,Sales
251,536392,22338,"STAR DECORATION PAINTED ZINC ",24,"12/1/2010 10:29",0.65,13705,"United Kingdom",£,15.600000000000001,Sales
252,536393,22180,"RETROSPOT LAMP",8,"12/1/2010 10:37",9.95,13747,"United Kingdom",£,79.6,Sales
253,536394,21506,"FANCY FONT BIRTHDAY CARD, ",24,"12/1/2010 10:39",0.42,13408,"United Kingdom",£,10.08,Sales
254,536394,22633,"HAND WARMER UNION JACK",96,"12/1/2010 10:39",1.85,13408,"United Kingdom",£,177.60000000000002,Sales
255,536394,22866,"HAND WARMER SCOTTY DOG DESIGN",96,"12/1/2010 10:39",1.85,13408,"United Kingdom",£,177.60000000000002,Sales
256,536394,22865,"HAND WARMER OWL DESIGN",96,"12/1/2010 10:39",1.85,13408,"United Kingdom",£,177.60000000000002,Sales
257,536394,22632,"HAND WARMER RED RETROSPOT",96,"12/1/2010 10:39",1.85,13408,"United Kingdom",£,177.60000000000002,Sales
258,536394,21485,"RETROSPOT HEART HOT WATER BOTTLE",12,"12/1/2010 10:39",4.95,13408,"United Kingdom",£,59.400000000000006,Sales
259,536394,22349,"DOG BOWL CHASING BALL DESIGN",12,"12/1/2010 10:39",3.75,13408,"United Kingdom",£,45,Sales
260,536394,22558,"CLOTHES PEGS RETROSPOT PACK 24 ",48,"12/1/2010 10:39",1.25,13408,"United Kingdom",£,60,Sales
261,536394,85152,"HAND OVER THE CHOCOLATE   SIGN ",12,"12/1/2010 10:39",2.1,13408,"United Kingdom",£,25.200000000000003,Sales
262,536394,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",32,"12/1/2010 10:39",2.55,13408,"United Kingdom",£,81.6,Sales
263,536394,22652,"TRAVEL SEWING KIT",20,"12/1/2010 10:39",1.65,13408,"United Kingdom",£,33,Sales
264,536395,22188,"BLACK HEART CARD HOLDER",8,"12/1/2010 10:47",3.95,13767,"United Kingdom",£,31.6,Sales
265,536395,84879,"ASSORTED COLOUR BIRD ORNAMENT",32,"12/1/2010 10:47",1.69,13767,"United Kingdom",£,54.08,Sales
266,536395,21977,"PACK OF 60 PINK PAISLEY CAKE CASES",24,"12/1/2010 10:47",0.55,13767,"United Kingdom",£,13.200000000000001,Sales
267,536395,84991,"60 TEATIME FAIRY CAKE CASES",24,"12/1/2010 10:47",0.55,13767,"United Kingdom",£,13.200000000000001,Sales
268,536395,21212,"PACK OF 72 RETROSPOT CAKE CASES",24,"12/1/2010 10:47",0.55,13767,"United Kingdom",£,13.200000000000001,Sales
269,536395,21484,"CHICK GREY HOT WATER BOTTLE",8,"12/1/2010 10:47",3.45,13767,"United Kingdom",£,27.6,Sales
270,536395,21314,"SMALL GLASS HEART TRINKET POT",8,"12/1/2010 10:47",2.1,13767,"United Kingdom",£,16.8,Sales
271,536395,22730,"ALARM CLOCK BAKELIKE IVORY",4,"12/1/2010 10:47",3.75,13767,"United Kingdom",£,15,Sales
272,536395,22727,"ALARM CLOCK BAKELIKE RED ",8,"12/1/2010 10:47",3.75,13767,"United Kingdom",£,30,Sales
273,536395,22729,"ALARM CLOCK BAKELIKE ORANGE",8,"12/1/2010 10:47",3.75,13767,"United Kingdom",£,30,Sales
274,536395,22726,"ALARM CLOCK BAKELIKE GREEN",8,"12/1/2010 10:47",3.75,13767,"United Kingdom",£,30,Sales
275,536395,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",8,"12/1/2010 10:47",3.95,13767,"United Kingdom",£,31.6,Sales
276,536395,22867,"HAND WARMER BIRD DESIGN",48,"12/1/2010 10:47",2.1,13767,"United Kingdom",£,100.80000000000001,Sales
277,536395,22866,"HAND WARMER SCOTTY DOG DESIGN",48,"12/1/2010 10:47",2.1,13767,"United Kingdom",£,100.80000000000001,Sales
278,536396,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",6,"12/1/2010 10:51",2.55,17850,"United Kingdom",£,15.299999999999999,Sales
279,536396,71053,"WHITE METAL LANTERN",6,"12/1/2010 10:51",3.39,17850,"United Kingdom",£,20.34,Sales
280,536396,84406B,"CREAM CUPID HEARTS COAT HANGER",8,"12/1/2010 10:51",2.75,17850,"United Kingdom",£,22,Sales
281,536396,15056BL,"EDWARDIAN PARASOL BLACK",6,"12/1/2010 10:51",4.95,17850,"United Kingdom",£,29.700000000000003,Sales
282,536396,20679,"EDWARDIAN PARASOL RED",6,"12/1/2010 10:51",4.95,17850,"United Kingdom",£,29.700000000000003,Sales
283,536396,37370,"RETRO COFFEE MUGS ASSORTED",6,"12/1/2010 10:51",1.06,17850,"United Kingdom",£,6.36,Sales
284,536396,21871,"SAVE THE PLANET MUG",6,"12/1/2010 10:51",1.06,17850,"United Kingdom",£,6.36,Sales
285,536396,21071,"VINTAGE BILLBOARD DRINK ME MUG",6,"12/1/2010 10:51",1.06,17850,"United Kingdom",£,6.36,Sales
286,536396,21068,"VINTAGE BILLBOARD LOVE/HATE MUG",6,"12/1/2010 10:51",1.06,17850,"United Kingdom",£,6.36,Sales
287,536396,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",2,"12/1/2010 10:51",4.95,17850,"United Kingdom",£,9.9,Sales
288,536396,82486,"WOOD S/3 CABINET ANT WHITE FINISH",4,"12/1/2010 10:51",6.95,17850,"United Kingdom",£,27.8,Sales
289,536396,82482,"WOODEN PICTURE FRAME WHITE FINISH",6,"12/1/2010 10:51",2.1,17850,"United Kingdom",£,12.600000000000001,Sales
290,536396,82494L,"WOODEN FRAME ANTIQUE WHITE ",12,"12/1/2010 10:51",2.55,17850,"United Kingdom",£,30.599999999999998,Sales
291,536396,84029G,"KNITTED UNION FLAG HOT WATER BOTTLE",6,"12/1/2010 10:51",3.39,17850,"United Kingdom",£,20.34,Sales
292,536396,84029E,"RED WOOLLY HOTTIE WHITE HEART.",6,"12/1/2010 10:51",3.39,17850,"United Kingdom",£,20.34,Sales
293,536396,22752,"SET 7 BABUSHKA NESTING BOXES",2,"12/1/2010 10:51",7.65,17850,"United Kingdom",£,15.3,Sales
294,536396,22803,"IVORY EMBROIDERED QUILT ",2,"12/1/2010 10:51",35.75,17850,"United Kingdom",£,71.5,Sales
295,536396,21730,"GLASS STAR FROSTED T-LIGHT HOLDER",6,"12/1/2010 10:51",4.25,17850,"United Kingdom",£,25.5,Sales
296,536397,35004B,"SET OF 3 BLACK FLYING DUCKS",12,"12/1/2010 10:51",4.65,17924,"United Kingdom",£,55.800000000000004,Sales
297,536397,35004C,"SET OF 3 COLOURED  FLYING DUCKS",48,"12/1/2010 10:51",4.65,17924,"United Kingdom",£,223.20000000000002,Sales
298,536398,21980,"PACK OF 12 RED RETROSPOT TISSUES ",24,"12/1/2010 10:52",0.29,13448,"United Kingdom",£,6.959999999999999,Sales
299,536398,21844,"RED RETROSPOT MUG",6,"12/1/2010 10:52",2.95,13448,"United Kingdom",£,17.700000000000003,Sales
300,536398,22468,"BABUSHKA LIGHTS STRING OF 10",4,"12/1/2010 10:52",6.75,13448,"United Kingdom",£,27,Sales
301,536398,22637,"PIGGY BANK RETROSPOT ",8,"12/1/2010 10:52",2.55,13448,"United Kingdom",£,20.4,Sales
302,536398,22752,"SET 7 BABUSHKA NESTING BOXES",6,"12/1/2010 10:52",8.5,13448,"United Kingdom",£,51,Sales
303,536398,48185,"DOORMAT FAIRY CAKE",2,"12/1/2010 10:52",7.95,13448,"United Kingdom",£,15.9,Sales
304,536398,22632,"HAND WARMER RED RETROSPOT",12,"12/1/2010 10:52",2.1,13448,"United Kingdom",£,25.200000000000003,Sales
305,536398,22866,"HAND WARMER SCOTTY DOG DESIGN",12,"12/1/2010 10:52",2.1,13448,"United Kingdom",£,25.200000000000003,Sales
306,536398,22865,"HAND WARMER OWL DESIGN",12,"12/1/2010 10:52",2.1,13448,"United Kingdom",£,25.200000000000003,Sales
307,536398,21232,"STRAWBERRY CERAMIC TRINKET BOX",12,"12/1/2010 10:52",1.25,13448,"United Kingdom",£,15,Sales
308,536398,22064,"PINK DOUGHNUT TRINKET POT ",12,"12/1/2010 10:52",1.65,13448,"United Kingdom",£,19.799999999999997,Sales
309,536398,22449,"SILK PURSE BABUSHKA PINK",6,"12/1/2010 10:52",3.35,13448,"United Kingdom",£,20.1,Sales
310,536398,22114,"HOT WATER BOTTLE TEA AND SYMPATHY",4,"12/1/2010 10:52",3.95,13448,"United Kingdom",£,15.8,Sales
311,536398,22835,"HOT WATER BOTTLE I AM SO POORLY",8,"12/1/2010 10:52",4.65,13448,"United Kingdom",£,37.2,Sales
312,536398,22112,"CHOCOLATE HOT WATER BOTTLE",9,"12/1/2010 10:52",4.95,13448,"United Kingdom",£,44.550000000000004,Sales
313,536398,21479,"WHITE SKULL HOT WATER BOTTLE ",4,"12/1/2010 10:52",3.75,13448,"United Kingdom",£,15,Sales
314,536398,22111,"SCOTTIE DOG HOT WATER BOTTLE",9,"12/1/2010 10:52",4.95,13448,"United Kingdom",£,44.550000000000004,Sales
315,536399,22632,"HAND WARMER RED POLKA DOT",6,"12/1/2010 10:52",1.85,17850,"United Kingdom",£,11.100000000000001,Sales
316,536399,22633,"HAND WARMER UNION JACK",6,"12/1/2010 10:52",1.85,17850,"United Kingdom",£,11.100000000000001,Sales
317,536400,22969,"HOMEMADE JAM SCENTED CANDLES",12,"12/1/2010 10:53",1.45,13448,"United Kingdom",£,17.4,Sales
318,536401,22110,"BIRD HOUSE HOT WATER BOTTLE",1,"12/1/2010 11:21",2.55,15862,"United Kingdom",£,2.55,Sales
319,536401,22098,"BOUDOIR SQUARE TISSUE BOX",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
320,536401,22100,"SKULLS SQUARE TISSUE BOX",2,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,2.5,Sales
321,536401,22766,"PHOTO FRAME CORNICE",1,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,2.95,Sales
322,536401,22451,"SILK PURSE BABUSHKA RED",1,"12/1/2010 11:21",3.35,15862,"United Kingdom",£,3.35,Sales
323,536401,22549,"PICTURE DOMINOES",1,"12/1/2010 11:21",1.45,15862,"United Kingdom",£,1.45,Sales
324,536401,84744,"S/6 SEW ON CROCHET FLOWERS",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
325,536401,85049E,"SCANDINAVIAN REDS RIBBONS",2,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,2.5,Sales
326,536401,21328,"BALLOONS  WRITING SET ",1,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,1.65,Sales
327,536401,22961,"JAM MAKING SET PRINTED",4,"12/1/2010 11:21",1.45,15862,"United Kingdom",£,5.8,Sales
328,536401,17091A,"LAVENDER INCENSE IN TIN",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
329,536401,22473,"TV DINNER TRAY VINTAGE PAISLEY",1,"12/1/2010 11:21",4.95,15862,"United Kingdom",£,4.95,Sales
330,536401,84509A,"SET OF 4 ENGLISH ROSE PLACEMATS",2,"12/1/2010 11:21",3.75,15862,"United Kingdom",£,7.5,Sales
331,536401,84510A,"SET OF 4 ENGLISH ROSE COASTERS",2,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,2.5,Sales
332,536401,22767,"TRIPLE PHOTO FRAME CORNICE ",2,"12/1/2010 11:21",9.95,15862,"United Kingdom",£,19.9,Sales
333,536401,22768,"FAMILY PHOTO FRAME CORNICE",1,"12/1/2010 11:21",9.95,15862,"United Kingdom",£,9.95,Sales
334,536401,21463,"MIRRORED DISCO BALL ",1,"12/1/2010 11:21",5.95,15862,"United Kingdom",£,5.95,Sales
335,536401,21464,"DISCO BALL ROTATOR BATTERY OPERATED",1,"12/1/2010 11:21",4.25,15862,"United Kingdom",£,4.25,Sales
336,536401,20820,"SILVER LOOKING MIRROR",3,"12/1/2010 11:21",4.95,15862,"United Kingdom",£,14.850000000000001,Sales
337,536401,85150,"LADIES & GENTLEMEN METAL SIGN",1,"12/1/2010 11:21",2.55,15862,"United Kingdom",£,2.55,Sales
338,536401,22117,"METAL SIGN HER DINNER IS SERVED ",1,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,2.95,Sales
339,536401,21169,"YOU'RE CONFUSING ME METAL SIGN ",2,"12/1/2010 11:21",1.69,15862,"United Kingdom",£,3.38,Sales
340,536401,48129,"DOORMAT TOPIARY",1,"12/1/2010 11:21",7.95,15862,"United Kingdom",£,7.95,Sales
341,536401,82580,"BATHROOM METAL SIGN",1,"12/1/2010 11:21",0.55,15862,"United Kingdom",£,0.55,Sales
342,536401,82578,"KITCHEN METAL SIGN",1,"12/1/2010 11:21",0.55,15862,"United Kingdom",£,0.55,Sales
343,536401,82581,"TOILET METAL SIGN",2,"12/1/2010 11:21",0.55,15862,"United Kingdom",£,1.1,Sales
344,536401,22413,"METAL SIGN TAKE IT OR LEAVE IT ",4,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,11.8,Sales
345,536401,21907,"I'M ON HOLIDAY METAL SIGN",2,"12/1/2010 11:21",2.1,15862,"United Kingdom",£,4.2,Sales
346,536401,22441,"GROW YOUR OWN BASIL IN ENAMEL MUG",1,"12/1/2010 11:21",2.1,15862,"United Kingdom",£,2.1,Sales
347,536401,21122,"SET/10 PINK POLKADOT PARTY CANDLES",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
348,536401,22851,"SET 20 NAPKINS FAIRY CAKES DESIGN ",1,"12/1/2010 11:21",0.85,15862,"United Kingdom",£,0.85,Sales
349,536401,84991,"60 TEATIME FAIRY CAKE CASES",3,"12/1/2010 11:21",0.55,15862,"United Kingdom",£,1.6500000000000001,Sales
350,536401,22810,"SET OF 6 T-LIGHTS SNOWMEN",1,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,2.95,Sales
351,536401,22809,"SET OF 6 T-LIGHTS SANTA",1,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,2.95,Sales
352,536401,22435,"SET OF 9 HEART SHAPED BALLOONS",2,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,2.5,Sales
353,536401,20966,"SANDWICH BATH SPONGE",3,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,3.75,Sales
354,536401,20963,"APPLE BATH SPONGE",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
355,536401,20961,"STRAWBERRY BATH SPONGE ",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
356,536401,22068,"BLACK PIRATE TREASURE CHEST",2,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,3.3,Sales
357,536401,21743,"STAR PORTABLE TABLE LIGHT ",2,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,5.9,Sales
358,536401,21744,"SNOWFLAKE PORTABLE TABLE LIGHT ",2,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,5.9,Sales
359,536401,84709B,"PINK OVAL JEWELLED MIRROR",1,"12/1/2010 11:21",5.95,15862,"United Kingdom",£,5.95,Sales
360,536401,21592,"RETROSPOT CIGAR BOX MATCHES ",1,"12/1/2010 11:21",1.25,15862,"United Kingdom",£,1.25,Sales
361,536401,21587,"COSY HOUR GIANT TUBE MATCHES",2,"12/1/2010 11:21",2.55,15862,"United Kingdom",£,5.1,Sales
362,536401,20992,"JAZZ HEARTS PURSE NOTEBOOK",9,"12/1/2010 11:21",0.85,15862,"United Kingdom",£,7.6499999999999995,Sales
363,536401,22662,"LUNCH BAG DOLLY GIRL DESIGN",1,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,1.65,Sales
364,536401,85123A,"WHITE HANGING HEART T-LIGHT HOLDER",4,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,11.8,Sales
365,536401,22804,"CANDLEHOLDER PINK HANGING HEART",3,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,8.850000000000001,Sales
366,536401,82483,"WOOD 2 DRAWER CABINET WHITE FINISH",1,"12/1/2010 11:21",5.95,15862,"United Kingdom",£,5.95,Sales
367,536401,20749,"ASSORTED COLOUR MINI CASES",1,"12/1/2010 11:21",7.95,15862,"United Kingdom",£,7.95,Sales
368,536401,20725,"LUNCH BAG RED RETROSPOT",1,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,1.65,Sales
369,536401,22382,"LUNCH BAG SPACEBOY DESIGN ",2,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,3.3,Sales
370,536401,20726,"LUNCH BAG WOODLAND",1,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,1.65,Sales
371,536401,22384,"LUNCH BAG PINK POLKADOT",1,"12/1/2010 11:21",1.65,15862,"United Kingdom",£,1.65,Sales
372,536401,22467,"GUMBALL COAT RACK",5,"12/1/2010 11:21",2.55,15862,"United Kingdom",£,12.75,Sales
373,536401,84625C,"BLUE NEW BAROQUE CANDLESTICK CANDLE",3,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,8.850000000000001,Sales
374,536401,84625A,"PINK NEW BAROQUECANDLESTICK CANDLE",3,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,8.850000000000001,Sales
375,536401,21108,"FAIRY CAKE FLANNEL ASSORTED COLOUR",9,"12/1/2010 11:21",2.55,15862,"United Kingdom",£,22.95,Sales
376,536401,22848,"BREAD BIN DINER STYLE PINK",1,"12/1/2010 11:21",16.95,15862,"United Kingdom",£,16.95,Sales
377,536401,21033,"JUMBO BAG CHARLIE AND LOLA TOYS",4,"12/1/2010 11:21",2.95,15862,"United Kingdom",£,11.8,Sales
378,536401,47570B,"TEA TIME TABLE CLOTH",1,"12/1/2010 11:21",10.65,15862,"United Kingdom",£,10.65,Sales
379,536401,84030E,"ENGLISH ROSE HOT WATER BOTTLE",1,"12/1/2010 11:21",4.25,15862,"United Kingdom",£,4.25,Sales
380,536401,22428,"ENAMEL FIRE BUCKET CREAM",2,"12/1/2010 11:21",6.95,15862,"United Kingdom",£,13.9,Sales
381,536401,22502,"PICNIC BASKET WICKER SMALL",2,"12/1/2010 11:21",5.95,15862,"United Kingdom",£,11.9,Sales
382,536402,22086,"PAPER CHAIN KIT 50'S CHRISTMAS ",40,"12/1/2010 11:22",2.55,15513,"United Kingdom",£,102,Sales
383,536402,22910,"PAPER CHAIN KIT VINTAGE CHRISTMAS",40,"12/1/2010 11:22",2.55,15513,"United Kingdom",£,102,Sales
384,536402,22837,"HOT WATER BOTTLE BABUSHKA ",36,"12/1/2010 11:22",4.25,15513,"United Kingdom",£,153,Sales
385,536403,22867,"HAND WARMER BIRD DESIGN",96,"12/1/2010 11:27",1.85,12791,Netherlands,€,177.60000000000002,Sales
386,536403,POST,POSTAGE,1,"12/1/2010 11:27",15,12791,Netherlands,€,15,Sales
387,536404,22297,"HEART IVORY TRELLIS SMALL",24,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,30,Sales
388,536404,22771,"CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
389,536404,22772,"PINK DRAWER KNOB ACRYLIC EDWARDIAN",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
390,536404,22773,"GREEN DRAWER KNOB ACRYLIC EDWARDIAN",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
391,536404,22805,"BLUE DRAWER KNOB ACRYLIC EDWARDIAN",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
392,536404,22469,"HEART OF WICKER SMALL",12,"12/1/2010 11:29",1.65,16218,"United Kingdom",£,19.799999999999997,Sales
393,536404,22197,"SMALL POPCORN HOLDER",36,"12/1/2010 11:29",0.85,16218,"United Kingdom",£,30.599999999999998,Sales
394,536404,21125,"SET 6 FOOTBALL CELEBRATION CANDLES",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
395,536404,21126,"SET OF 6 GIRLS CELEBRATION CANDLES",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
396,536404,85049C,"ROMANTIC PINKS RIBBONS ",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
397,536404,85049D,"BRIGHT BLUES RIBBONS ",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
398,536404,85049E,"SCANDINAVIAN REDS RIBBONS",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
399,536404,85049G,"CHOCOLATE BOX RIBBONS ",12,"12/1/2010 11:29",1.25,16218,"United Kingdom",£,15,Sales
400,536404,21061,"PARTY INVITES FOOTBALL",12,"12/1/2010 11:29",0.85,16218,"United Kingdom",£,10.2,Sales
401,536404,21063,"PARTY INVITES JAZZ HEARTS",12,"12/1/2010 11:29",0.85,16218,"United Kingdom",£,10.2,Sales
402,536404,21062,"PARTY INVITES SPACEMAN",12,"12/1/2010 11:29",0.85,16218,"United Kingdom",£,10.2,Sales
